"Marital status","Application mode","Application order","Course","Daytime/evening attendance","Previous qualification","Previous qualification grade","Nationality","Mother's qualification","Father's qualification","Admission grade","Displaced","Educational special needs","Debtor","Gender","Scholarship holder","Age at enrollment","International","Semester 1 enrolled units","Semester 1 approved units","Semester 1 grade","Semester 2 enrolled units","Semester 2 approved units","Semester 2 grade","Unemployment rate","Inflation rate","GDP","Target"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",152,"Portuguese","Basic education","Basic education",139,"yes","no","no","Female","no",18,"no",7,6,14.3333333333333,7,6,14.3333333333333,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",101,"Portuguese","Secondary education and above","Basic education",98.9,"yes","no","no","Female","no",21,"no",6,4,12.5,6,2,12.6666666666667,0.111,0.006,0.0202,"Enrolled"
"single","General contingent","2nd choice","Tourism","daytime","qualified",137,"Portuguese","Other","Basic education",137.7,"yes","no","yes","Female","no",19,"no",6,1,10,6,0,0,0.076,0.026,0.0032,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",123,"Portuguese","Secondary education and above","Secondary education and above",113.6,"yes","no","no","Female","no",21,"no",7,7,14.69625,8,8,14.6222222222222,0.124,0.005,0.0179,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",120,"Portuguese","Secondary education and above","Secondary education and above",113.4,"no","no","no","Female","no",18,"no",6,4,11.5,6,3,13.75,0.111,0.006,0.0202,"Enrolled"
"single","General contingent","not 2nd choice","Oral Hygiene","daytime","qualified",131,"Portuguese","Basic education","Basic education",128.5,"no","no","no","Female","yes",18,"no",7,7,12.8555555555556,8,8,13.9125,0.127,0.037,-0.017,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",141,"Portuguese","Secondary education and above","Secondary education and above",142.8,"no","no","no","Female","no",18,"no",7,7,13.7,8,8,13.9944444444444,0.111,0.006,0.0202,"Graduate"
"single","General contingent","2nd choice","Equinculture","daytime","qualified",144,"Portuguese","Secondary education and above","Secondary education and above",137.7,"no","no","no","Female","no",23,"no",5,0,0,5,1,12,0.108,0.014,0.0174,"Dropout"
"single","General contingent","2nd choice","Social Service","daytime","qualified",107,"Portuguese","Basic education","Basic education",103.5,"yes","no","no","Female","no",20,"no",6,3,11.2,6,4,12,0.162,0.003,-0.0092,"Enrolled"
"single","General contingent","2nd choice","Nursing","daytime","qualified",133,"Portuguese","Basic education","Basic education",123.2,"no","no","no","Female","no",18,"no",7,7,13.2857142857143,8,8,13.3333333333333,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",126,"Portuguese","Secondary education and above","Basic education",126,"yes","no","no","Female","no",19,"no",6,5,13,6,5,10.4,0.076,0.026,0.0032,"Enrolled"
"single","Over 23 years old","2nd choice","Nursing","daytime","qualified",133.1,"Portuguese","Secondary education and above","Basic education",121.7,"no","no","no","Female","yes",27,"no",7,6,12.6,7,6,11.6857142857143,0.124,0.005,0.0179,"Enrolled"
"single","General contingent","2nd choice","Management","daytime","qualified",147,"Portuguese","Basic education","Basic education",142.8,"yes","no","yes","Female","yes",19,"no",5,5,12.8,5,4,12,0.111,0.006,0.0202,"Enrolled"
"single","Other","2nd choice","Equinculture","daytime","qualified",120,"Portuguese","Secondary education and above","Basic education",120,"yes","no","no","Female","no",21,"no",6,5,11.5,6,5,11,0.155,0.028,-0.0406,"Dropout"
"single","General contingent","2nd choice","Nursing","daytime","qualified",130,"Portuguese","Basic education","Basic education",119.3,"yes","no","no","Female","yes",19,"no",8,7,11.4,8,7,11.4,0.108,0.014,0.0174,"Graduate"
"single","Other","2nd choice","Social Service","daytime","qualified",120,"Portuguese","Basic education","Basic education",121,"no","no","no","Female","yes",21,"no",6,6,12.3333333333333,6,6,11.3333333333333,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",138,"Portuguese","Basic education","Basic education",139.4,"yes","no","no","Female","no",18,"no",6,5,12.8,6,4,12.2,0.108,0.014,0.0174,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",124,"Portuguese","Basic education","Basic education",113.9,"yes","no","no","Female","yes",20,"no",5,5,12,5,4,15,0.127,0.037,-0.017,"Graduate"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",133,"Portuguese","Basic education","Basic education",124.6,"yes","no","no","Female","yes",18,"no",6,5,13,6,5,13.5,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","2nd choice","Communication Design","daytime","qualified",122,"Portuguese","Secondary education and above","Secondary education and above",123.8,"yes","no","yes","Female","yes",18,"no",6,6,11.8333333333333,6,6,11,0.127,0.037,-0.017,"Dropout"
"single","General contingent","not 2nd choice","Veterinary Nursing","daytime","qualified",138,"Portuguese","Secondary education and above","Secondary education and above",126.3,"yes","no","no","Female","no",18,"no",6,6,14,6,6,13.3333333333333,0.089,0.014,0.0351,"Graduate"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",134,"Portuguese","Secondary education and above","Secondary education and above",120.4,"yes","no","no","Female","yes",18,"no",6,6,12.3333333333333,6,6,13.5,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",128,"Portuguese","Secondary education and above","Secondary education and above",120.5,"yes","no","no","Female","yes",19,"no",7,5,13.04,7,7,12.5,0.124,0.005,0.0179,"Enrolled"
"single","Other","2nd choice","Veterinary Nursing","daytime","overqualified",140,"Portuguese","Basic education","Basic education",144.9,"yes","no","yes","Female","no",23,"no",11,11,13.1666666666667,9,8,13.3333333333333,0.089,0.014,0.0351,"Enrolled"
"single","Over 23 years old","2nd choice","Veterinary Nursing","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",139.9,"yes","no","no","Female","yes",24,"no",6,6,12.5,6,6,12.8333333333333,0.089,0.014,0.0351,"Graduate"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",142,"Portuguese","Secondary education and above","Secondary education and above",133.3,"yes","no","no","Female","no",19,"no",0,0,0,0,0,0,0.108,0.014,0.0174,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",141,"Portuguese","Basic education","Basic education",126,"yes","no","no","Female","no",18,"no",8,7,15.6571428571429,8,7,15.6571428571429,0.127,0.037,-0.017,"Graduate"
"single","General contingent","not 2nd choice","Communication Design","daytime","qualified",145,"Portuguese","Secondary education and above","Basic education",133.5,"no","no","no","Female","no",19,"no",6,6,12.1666666666667,6,6,11.3333333333333,0.127,0.037,-0.017,"Graduate"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",145,"Portuguese","Basic education","Basic education",127.9,"yes","no","no","Female","no",19,"no",6,0,0,6,0,0,0.108,0.014,0.0174,"Dropout"
"single","General contingent","2nd choice","Social Service","daytime","qualified",108,"Portuguese","Secondary education and above","Basic education",105.9,"no","no","no","Female","yes",20,"no",6,5,10.6,6,5,11.1666666666667,0.111,0.006,0.0202,"Enrolled"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",132,"Portuguese","Secondary education and above","Basic education",124.3,"no","no","no","Female","no",20,"no",6,6,13.4285714285714,6,5,12.6666666666667,0.139,-0.003,0.0079,"Enrolled"
"single","Over 23 years old","2nd choice","Journalism and Communication","daytime","qualified",140,"Portuguese","Other","Basic education",102.5,"no","no","no","Female","no",26,"no",6,4,11.75,6,0,0,0.076,0.026,0.0032,"Dropout"
"single","Over 23 years old","2nd choice","Tourism","daytime","underqualified",133.1,"Portuguese","Basic education","Secondary education and above",97,"no","no","yes","Male","no",36,"no",5,0,0,5,0,0,0.155,0.028,-0.0406,"Dropout"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",128,"Portuguese","Secondary education and above","Secondary education and above",134.7,"no","no","no","Male","no",19,"no",0,0,0,0,0,0,0.108,0.014,0.0174,"Dropout"
"single","Other","2nd choice","Informatics Engineering","daytime","qualified",120,"Portuguese","Basic education","Basic education",113.8,"no","no","no","Male","no",27,"no",5,0,0,5,0,0,0.155,0.028,-0.0406,"Dropout"
"single","General contingent","not 2nd choice","Informatics Engineering","daytime","qualified",120,"Portuguese","Secondary education and above","Secondary education and above",116.9,"no","no","no","Male","no",18,"no",5,1,13,5,0,0,0.089,0.014,0.0351,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",139,"Portuguese","Basic education","Basic education",124,"yes","no","no","Male","yes",18,"no",8,7,13.3314285714286,8,7,13.3314285714286,0.108,0.014,0.0174,"Graduate"
"single","Over 23 years old","2nd choice","Communication Design","daytime","qualified",139.3,"Portuguese","Basic education","Basic education",117.5,"no","no","no","Male","no",28,"no",6,0,0,6,0,0,0.124,0.005,0.0179,"Dropout"
"single","Other","2nd choice","Animation and Multimedia Design","daytime","overqualified",150,"Portuguese","Basic education","Secondary education and above",154.8,"yes","no","no","Male","no",21,"no",0,0,0,0,0,0,0.124,0.005,0.0179,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",138,"Portuguese","Basic education","Basic education",141,"no","no","no","Male","no",19,"no",7,6,13.7,7,6,13.7,0.076,0.026,0.0032,"Graduate"
"single","Over 23 years old","2nd choice","Advertising and Marketing Management","daytime","underqualified",133.1,"Portuguese","Secondary education and above","Secondary education and above",120,"no","no","yes","Male","no",26,"no",5,0,0,5,0,0,0.094,-0.008,-0.0312,"Dropout"
"single","Other","2nd choice","Informatics Engineering","daytime","qualified",136,"Portuguese","Secondary education and above","Basic education",133.6,"yes","no","no","Male","no",20,"no",9,9,13.4545454545455,7,6,13.875,0.111,0.006,0.0202,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",134,"Portuguese","Basic education","Basic education",122,"yes","no","no","Male","no",19,"no",8,7,12.2,8,7,12.2,0.127,0.037,-0.017,"Graduate"
"single","General contingent","2nd choice","Management","daytime","qualified",140,"Portuguese","Basic education","Basic education",120,"yes","no","no","Male","no",21,"no",5,3,10,5,4,11,0.127,0.037,-0.017,"Dropout"
"single","Other","2nd choice","Advertising and Marketing Management","daytime","overqualified",110,"Portuguese","Secondary education and above","Basic education",114.2,"no","no","no","Male","yes",23,"no",6,5,13,6,6,12.8571428571429,0.089,0.014,0.0351,"Graduate"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","underqualified",133.1,"Portuguese","Basic education","Basic education",95.5,"no","no","no","Male","no",29,"no",6,6,12,6,6,14,0.111,0.006,0.0202,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",129,"Portuguese","Secondary education and above","Secondary education and above",120,"no","no","no","Male","no",20,"no",8,7,15.0285714285714,8,7,15.0285714285714,0.127,0.037,-0.017,"Graduate"
"single","General contingent","2nd choice","Social Service","daytime","qualified",116,"Portuguese","Secondary education and above","Basic education",111.1,"no","no","no","Male","no",18,"no",6,6,12,6,6,11.7142857142857,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",130,"Portuguese","Secondary education and above","Basic education",128.6,"yes","no","no","Male","no",19,"no",6,5,12,6,5,12.4,0.094,-0.008,-0.0312,"Graduate"
"single","Other","2nd choice","Oral Hygiene","daytime","overqualified",130,"Portuguese","Secondary education and above","Basic education",130,"no","no","no","Male","no",23,"no",7,3,13.6666666666667,8,3,11.3333333333333,0.108,0.014,0.0174,"Dropout"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",116,"Portuguese","Basic education","Secondary education and above",111.1,"no","no","no","Male","no",21,"no",0,0,0,0,0,0,0.139,-0.003,0.0079,"Dropout"
"single","General contingent","2nd choice","Management","daytime","qualified",136,"Portuguese","Secondary education and above","Secondary education and above",122.7,"yes","no","no","Male","no",18,"no",5,5,12,5,4,12.5,0.155,0.028,-0.0406,"Enrolled"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",147,"Portuguese","Basic education","Basic education",134.4,"yes","no","no","Male","yes",18,"no",0,0,0,0,0,0,0.108,0.014,0.0174,"Graduate"
"single","General contingent","not 2nd choice","Communication Design","daytime","qualified",117,"Portuguese","Basic education","Basic education",131,"yes","no","yes","Male","no",21,"no",6,1,14,6,0,0,0.094,-0.008,-0.0312,"Dropout"
"single","Other","2nd choice","Social Service","daytime","qualified",141,"Portuguese","Secondary education and above","Secondary education and above",125,"no","no","no","Male","no",22,"no",6,0,0,6,0,0,0.111,0.006,0.0202,"Dropout"
"single","General contingent","2nd choice","Oral Hygiene","daytime","qualified",133.1,"Portuguese","Secondary education and above","Basic education",106,"yes","no","no","Male","no",21,"no",7,7,12.375,7,5,12.5833333333333,0.089,0.014,0.0351,"Graduate"
"single","Over 23 years old","2nd choice","Nursing","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",128,"yes","no","no","Male","no",32,"no",7,0,0,8,0,0,0.162,0.003,-0.0092,"Dropout"
"single","Other","2nd choice","Agronomy","daytime","overqualified",120,"Portuguese","Secondary education and above","Basic education",120,"yes","no","no","Male","no",27,"no",18,18,11.4210526315789,13,13,11.0769230769231,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",148,"Portuguese","Basic education","Basic education",134.8,"yes","no","no","Male","no",18,"no",7,6,13.35,7,6,13.35,0.076,0.026,0.0032,"Graduate"
